"INSTNM","CITY","STABBR","LATITUDE","LONGITUDE","ADM_RATE_ALL","COSTT4_A","TUITIONFEE_IN","TUITIONFEE_OUT","MD_EARN_WNE_P10"
"Caddo Kiowa Technology Center","Fort Cobb","OK",35.108561,-98.443443,NA,NA,NA,NA,21066
"Center for Instruction Technology & Innovation","Mexico","NY",43.457841,-76.259308,NA,NA,NA,NA,45212
"International School of Skin Nailcare & Massage Therapy","Sandy Springs","GA",33.971309,-84.359649,NA,NA,NA,NA,23980
"Palomar Institute of Cosmetology","San Marcos","CA",33.13663,-117.188351,NA,NA,NA,NA,21379
"Southern Oklahoma Technology Center","Ardmore","OK",34.186239,-97.082971,NA,NA,NA,NA,33062
"Autry Technology Center","Enid","OK",36.419122,-97.89719,0.63615023474178,NA,NA,NA,32754
"Greene County Career Center","Xenia","OH",39.662386,-83.915659,NA,NA,NA,NA,41003
"Canadian Valley Technology Center","El Reno","OK",35.509208,-97.881967,NA,NA,NA,NA,31034
"Wilkes-Barre Area Career and Technical Center Practical Nursing","Wilkes Barre","PA",41.262154,-75.810121,0.64130434782608,NA,NA,NA,42087
"Meridian Technology Center","Stillwater","OK",36.106981,-97.108414,NA,NA,NA,NA,31996
"Waynesville Career Center","Waynesville","MO",37.811315,-92.21393,NA,NA,NA,NA,39696
"Capitol Beauty School","Omaha","NE",41.209501,-96.082248,NA,NA,NA,NA,26473
"Morris County Vocational School District","Denville","NJ",40.877531,-74.479263,1,NA,NA,NA,51608
"Ross Medical Education Center-Roosevelt Park","Roosevelt Park","MI",43.191474,-86.267098,NA,NA,NA,NA,26016
"Ross Medical Education Center-Kentwood","Kentwood","MI",42.880955,-85.605379,NA,NA,NA,NA,29128
"South Florida Bible College and Theological Seminary","Deerfield Beach","FL",26.30294,-80.134508,NA,19773,7380,7380,NA
"Cloyd's Barber School 2 Inc","Monroe","LA",32.485377,-92.090159,NA,NA,NA,NA,22823
"Universal Technical Institute of Illinois Inc","Lisle","IL",41.80697,-88.104,NA,NA,NA,NA,51889
"Pennsylvania College of Technology","Williamsport","PA",41.234145,-77.023665,NA,31089,17940,25680,49047
"Commonwealth Institute of Funeral Service","Houston","TX",29.989545,-95.430153,NA,35230,15313,15313,40636
"Delta College of Arts & Technology","Baton Rouge","LA",30.463619,-91.113841,NA,NA,NA,NA,32660
"InterCoast Colleges-Santa Ana","Santa Ana","CA",33.70497,-117.85367,NA,NA,NA,NA,29072
"Stone Child College","Box Elder","MT",48.289808,-109.870182,NA,15748,2645,2645,19470
"New York Academy of Art","New York","NY",40.718388,-74.006019,NA,NA,NA,NA,NA
"Suffolk County Community College","Selden","NY",40.848963,-73.056165,NA,11708,6270,11740,44695
"Las Positas College","Livermore","CA",37.710873,-121.80058,NA,10912,1168,8176,48431
"Blades School of Hair Design","California","MD",38.286299,-76.48376,NA,NA,NA,NA,26068
"Ogeechee Technical College","Statesboro","GA",32.395767,-81.818517,NA,15953,3140,5540,29412
"Remington College-Mobile Campus","Mobile","AL",30.67173,-88.143941,NA,30153,20393,20393,27989
"Southern Technical College","Fort Myers","FL",26.596097,-81.877644,NA,25653,14742,14742,32251
"Mercy-St Luke's School of Radiologic Technology","Cedar Rapids","IA",41.985552,-91.660609,NA,NA,NA,NA,51770
"Southwest Acupuncture College-Santa Fe","Santa Fe","NM",35.6607,-105.95544,NA,NA,NA,NA,NA
"Northwest Technology Center-Alva","Alva","OK",36.786733,-98.675711,NA,NA,NA,NA,27311
"Mercer County Career Center","Mercer","PA",41.250851,-80.248614,NA,NA,NA,NA,39162
"California State University-San Marcos","San Marcos","CA",33.130569,-117.159013,0.95194260186814,19750,7733,19613,59495
"Hairmasters Institute of Cosmetology","Bloomington","IL",40.474796,-88.979453,NA,NA,NA,NA,22942
"Tricoci University of Beauty Culture LLC-Bloomington","Bloomington","IN",39.181606,-86.536403,NA,NA,NA,NA,17758
"Interactive College of Technology-Newport","Newport","KY",39.084818,-84.479078,NA,18726,10610,10610,26448
"Miller-Motte College-McCann-Monroe","Monroe","LA",32.524328,-92.10098,NA,NA,NA,NA,28836
"Ross Medical Education Center-Taylor","Taylor","MI",42.194933,-83.250307,NA,NA,NA,NA,28178
"National Tractor Trailer School Inc-Liverpool","Liverpool","NY",43.140652,-76.193341,1,NA,NA,NA,43443
"Interactive College of Technology","Houston","TX",29.734143,-95.539975,NA,19325,10730,10730,26054
"Butler Beauty Academy-New Castle Beauty Academy","New Castle","PA",40.999207,-80.341891,NA,NA,NA,NA,18051
"NorthWest Arkansas Community College","Bentonville","AR",36.357704,-94.17289,NA,10640,2866,4906,39898
"Brewster Technical College","Tampa","FL",27.96373,-82.461722,NA,NA,NA,NA,26123
"Hodges University","Fort Myers","FL",26.610865,-81.821419,NA,25380,15500,15500,34585
"University of St. Augustine for Health Sciences","San Marcos","CA",33.151849,-117.165964,NA,NA,NA,NA,NA
"Capital Area School of Practical Nursing","Springfield","IL",39.718311,-89.626262,NA,NA,NA,NA,47995
"Hair Professionals Career College","Palos Hills","IL",41.702881,-87.816614,NA,NA,NA,NA,24283
"Empire Beauty School-Bloomfield","Bloomfield","NJ",40.79497,-74.199706,NA,NA,NA,NA,23237
"Southwest Technology Center","Altus","OK",34.668194,-99.341161,NA,NA,NA,NA,35426
"Western Area Career & Technology Center","Canonsburg","PA",40.254722,-80.246117,NA,NA,NA,NA,36190
"Hussian College-Daymar College Clarksville","Clarksville","TN",36.582865,-87.312856,0.51790174854288,34224,22001,22001,26472
"Nossi College of Art","Nashville","TN",36.24323,-86.738561,0.56734693877551,26907,19150,19150,31180
"Seguin Beauty School-New Braunfels","New Braunfels","TX",29.70187,-98.125943,NA,NA,NA,NA,18899
"Pima Medical Institute-Seattle","Seattle","WA",47.699144,-122.326844,NA,NA,NA,NA,35113
"Mineral County Vocational Technical Center","Keyser","WV",39.427976,-78.987462,NA,NA,NA,NA,48527
"Hypnosis Motivation Institute","Tarzana","CA",34.170219,-118.538719,NA,NA,NA,NA,20641
"Thanh Le College School of Cosmetology","Garden Grove","CA",33.789713,-117.908306,NA,NA,NA,NA,15278
"Southeastern Technical College","Vidalia","GA",32.20393,-82.365827,NA,14404,3127,5527,27764
"Massachusetts School of Law","Andover","MA",42.682106,-71.19954,NA,NA,NA,NA,NA
"Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando","Orlando","FL",28.420257,-81.407041,NA,NA,NA,NA,46539
"Erwin Technical College","Tampa","FL",27.997242,-82.435933,NA,NA,NA,NA,35039
"Rosel School of Cosmetology","Niles","IL",42.050202,-87.838131,NA,NA,NA,NA,15858
"Worsham College of Mortuary Science","Wheeling","IL",42.147858,-87.927374,0.76470588235294,28600,24800,24800,53900
"Bryan University","Springfield","MO",37.135397,-93.248107,NA,25879,15782,15782,27208
"Oregon College of Oriental Medicine","Portland","OR",45.524121,-122.671099,NA,NA,NA,NA,NA
"Central Pennsylvania Institute of Science and Technology","Pleasant Gap","PA",40.882168,-77.740923,0.82644628099173,NA,NA,NA,42865
"Northwest Educational Center","Houston","TX",29.813796,-95.473149,NA,NA,NA,NA,23423
"PCI Health Training Center","Dallas","TX",32.82007,-96.876316,NA,NA,NA,NA,31396
"Hamrick School","Medina","OH",41.135812,-81.728742,NA,NA,NA,NA,36857
"Fortis College","Mobile","AL",30.68413,-88.205581,NA,NA,NA,NA,24806
"Downey Adult School","Downey","CA",33.91965,-118.115727,NA,NA,NA,NA,NA
"CRU Institute of Cosmetology and Barbering","Garden Grove","CA",33.790145,-118.030758,NA,NA,NA,NA,NA
"Modern Technology School","Fountain Valley","CA",33.723142,-117.918837,NA,NA,NA,NA,54099
"National Career Education","Citrus Heights","CA",38.679835,-121.273917,NA,NA,NA,NA,40596
"North-West College-Glendale","Glendale","CA",34.148981,-118.255462,NA,NA,NA,NA,35274
"Fremont University","Cerritos","CA",33.868382,-118.097019,NA,NA,NA,NA,39994
"Pomona Unified School District Adult and Career Education","Pomona","CA",34.054864,-117.772606,NA,NA,NA,NA,25983
"Universal College of Beauty Inc-Los Angeles 2","Los Angeles","CA",34.004498,-118.332236,NA,NA,NA,NA,20725
"IBMC College","Fort Collins","CO",40.534067,-105.078989,NA,26041,14960,14960,32879
"Avalon Institute-Aurora","Aurora","CO",39.676308,-104.848602,NA,NA,NA,NA,26614
"Academy of Cosmetology","Merritt Island","FL",28.394053,-80.70372,NA,NA,NA,NA,21204
"Fortis College-Smyrna","Smyrna","GA",33.900255,-84.543009,NA,25924,15516,15516,34725
"Ross College-Davenport","Davenport","IA",41.555054,-90.550669,NA,NA,NA,NA,28048
"Pivot Point Academy","Bloomingdale","IL",41.955935,-88.076665,NA,NA,NA,NA,27589
"Blalock's Professional Beauty College","Shreveport","LA",32.426523,-93.783796,NA,NA,NA,NA,NA
"Diesel Driving Academy-Baton Rouge","Baton Rouge","LA",30.465289,-91.103287,NA,NA,NA,NA,38015
"New England Hair Academy","Malden","MA",42.427969,-71.067282,NA,NA,NA,NA,NA
"Rob Roy Academy-Worcester","Worcester","MA",42.263673,-71.807728,NA,NA,NA,NA,18331
"Upper Cape Cod Regional Technical School","Bourne","MA",41.745328,-70.578837,0.85714285714285,NA,NA,NA,NA
"All-State Career-Baltimore","Baltimore","MD",39.264664,-76.544942,NA,NA,NA,NA,32084
"Adler Graduate School","Minnetonka","MN",44.893479,-93.410236,NA,NA,NA,NA,NA
"Academy of Hair Design-Jackson","Jackson","MS",32.376376,-90.147044,NA,NA,NA,NA,20089
"KC's School of Hair Design","Pontotoc","MS",34.256411,-89.015947,NA,NA,NA,NA,NA
"Lincoln Technical Institute-Moorestown","Moorestown","NJ",39.94847,-74.955631,NA,NA,NA,NA,31386
"MCVSD","Freehold","NJ",40.265559,-74.249254,NA,NA,NA,NA,37923
"National Tractor Trailer School Inc-Buffalo","Buffalo","NY",42.864978,-78.856393,1,NA,NA,NA,43443
"Yeshiva Gedolah Imrei Yosef D'spinka","Brooklyn","NY",40.628468,-73.992328,NA,14400,11500,11500,35747
"Knox County Career Center","Mount Vernon","OH",40.375889,-82.475117,NA,NA,NA,NA,35791
"Madison Adult Career Center","Mansfield","OH",40.774328,-82.460912,NA,NA,NA,NA,27423
"Remington College-Cleveland Campus","Cleveland","OH",41.422951,-81.579347,NA,29683,16155,16155,27989
"Toledo Academy of Beauty Culture-East","OREGON","OH",41.638647,-83.469064,NA,NA,NA,NA,22404
"Brown & Clermont Adult Career Campuses","Bethel","OH",38.969393,-84.094071,NA,NA,NA,NA,29530
"Chisholm Trail Technology Center","Omega","OK",35.84221,-98.20184,NA,NA,NA,NA,17842
"Gordon Cooper Technology Center","Shawnee","OK",35.380321,-96.908013,NA,NA,NA,NA,38014
"Kiamichi Technology Center-McAlester","McAlester","OK",34.924173,-95.745999,NA,NA,NA,NA,28573
"YTI Career Institute-Altoona","Altoona","PA",40.485879,-78.401194,NA,NA,NA,NA,27862
"Eastern Center for Arts and Technology","Willow Grove","PA",40.158437,-75.108649,0.61904761904761,NA,NA,NA,52266
"Empire Beauty School-Center City Philadelphia","Philadelphia","PA",39.950921,-75.166566,NA,NA,NA,NA,21225
"CEM College-Humacao","Humacao","PR",18.148771,-65.821107,NA,17004,12300,12300,19736
"Colegio Mayor de Tecnologia Inc","Arroyo","PR",17.970907,-66.060473,NA,NA,NA,NA,24226
"Institucion Chaviano de Mayaguez","Mayaguez","PR",18.200763,-67.137002,NA,NA,NA,NA,15653
"Liceo de Arte-Dise-O y Comercio","Caguas","PR",18.233122,-66.034057,NA,NA,11401,11401,15654
"Universal Technology College of Puerto Rico","Aguadilla","PR",18.42812,-67.155628,NA,NA,NA,NA,19360
"Academy of Hair Technology","Greenville","SC",34.874681,-82.327426,NA,NA,NA,NA,24984
"Mr Wayne's School of Unisex Hair Design","Cookeville","TN",36.158772,-85.512381,NA,NA,NA,NA,20496
"Queen City College","Clarksville","TN",36.573521,-87.408706,NA,NA,NA,NA,24468
"College of the Marshall Islands","Majuro","MH",7.102688,171.378129,NA,13934,7458,8098,34483
"Remington College-Fort Worth Campus","Fort Worth","TX",32.776152,-97.213702,NA,29995,19258,19258,27989
"UCAS University of Cosmetology Arts & Sciences","San Antonio","TX",29.354354,-98.484836,NA,NA,NA,NA,22547
"School of Automotive Machinists & Technology","Houston","TX",29.805166,-95.476017,0.77049180327868,NA,NA,NA,54433
"Nuvani Institute","San Antonio","TX",29.457062,-98.498977,NA,NA,NA,NA,20035
"Nuvani Institute","Eagle Pass","TX",28.707864,-100.506009,NA,NA,NA,NA,19685
"Texas College of Cosmetology-Abilene","Abilene","TX",32.448891,-99.747159,NA,NA,NA,NA,21137
"Centura College-Newport News","Newport News","VA",37.140484,-76.517328,NA,31461,16637,16637,22899
"Centura College-Norfolk","Norfolk","VA",36.908434,-76.232569,NA,33116,16637,16637,22899
"Virginia Beach City Public Schools School of Practical Nursing","Virginia Beach","VA",36.743065,-76.074108,NA,NA,NA,NA,NA
"Northwest College of Art & Design","Tacoma","WA",47.25249,-122.43885,0.67938931297709,28076,18100,18100,34514
"University of Washington-Bothell Campus","Bothell","WA",47.759773,-122.191293,0.52004271258834,23503,12224,40722,74063
"University of Washington-Tacoma Campus","Tacoma","WA",47.244594,-122.438541,0.52004271258834,22627,12458,40956,74063
"Huntington School of Beauty Culture","Huntington","WV",38.410212,-82.325688,NA,NA,NA,NA,19499
"Valley College-Beckley","Beckley","WV",37.789287,-81.187539,NA,NA,NA,NA,NA
"Valley College-Martinsburg","Martinsburg","WV",39.486897,-77.959272,NA,NA,NA,NA,29065
"Bellus Academy-Poway","Poway","CA",32.957184,-117.042531,NA,NA,NA,NA,30522
"Capstone College","Pasadena","CA",34.165741,-118.149478,NA,NA,NA,NA,30437
"Central Coast College","Salinas","CA",36.706345,-121.652394,NA,NA,NA,NA,36869
"Pacific College of Health and Science","San Diego","CA",32.778391,-117.16073,NA,29323,10138,10138,34844
"Artistic Nails and Beauty Academy-Tampa","Tampa","FL",27.951358,-82.403486,NA,NA,NA,NA,22498
"National Aviation Academy of Tampa Bay","Clearwater","FL",27.89484,-82.721372,NA,NA,NA,NA,60384
"Madison Oneida BOCES-Practical Nursing Program","Verona","NY",43.141074,-75.560043,0.77777777777777,NA,NA,NA,39916
"College of Health Care Professions","Houston","TX",29.678462,-95.420012,NA,NA,NA,NA,31322
"Center for Advanced Legal Studies","Houston","TX",29.75302,-95.558831,NA,NA,NA,NA,51485
"Houston Training School-Main Campus","Houston","TX",29.77291,-95.24417,NA,NA,NA,NA,17434
"Bay Mills Community College","Brimley","MI",46.45482,-84.606312,NA,13678,3320,3320,31578
"Fond du Lac Tribal and Community College","Cloquet","MN",46.690069,-92.451326,NA,16465,5999,5999,40367
"Northwest Indian College","Bellingham","WA",48.794131,-122.614656,NA,10086,3969,3969,30919
"Provo College","Provo","UT",40.245294,-111.68431,NA,36448,17112,17112,33676
"CET-Coachella","Coachella","CA",33.692248,-116.185875,NA,NA,NA,NA,29012
"CET-Oxnard","Oxnard","CA",34.194208,-119.18145,NA,NA,NA,NA,29012
"CET-Santa Maria","Santa Maria","CA",34.943576,-120.441978,NA,NA,NA,NA,29012
"Colorado School of Traditional Chinese Medicine","Denver","CO",39.739437,-104.960118,NA,NA,NA,NA,NA
"Michigan College of Beauty-Troy","Troy","MI",42.570337,-83.12734,NA,NA,NA,NA,24799
"Ogle School Hair Skin Nails-Dallas","Dallas","TX",32.836833,-96.754693,NA,NA,NA,NA,27901
"Phoenix Seminary","Scottsdale","AZ",33.581645,-111.910665,NA,NA,NA,NA,NA
"Faust Institute of Cosmetology-Spirit Lake","Spirit Lake","IA",43.42141,-95.113596,NA,NA,NA,NA,25525
"Cheeks Beauty Academy","Loveland","CO",40.445169,-105.078334,NA,NA,NA,NA,24188
"Colorado School of Healing Arts","Lakewood","CO",39.697033,-105.082406,NA,48075,11600,11600,27298
"Mt. Diablo Adult Education-Mt. Diablo USD","Concord","CA",37.968852,-122.026805,NA,NA,NA,NA,39233
"Greater Lowell Technical School","Tyngsboro","MA",42.653908,-71.38618,1,NA,NA,NA,NA
"Academy of Hair Design-Pearl","Pearl","MS",32.281983,-90.115129,NA,NA,NA,NA,23264
"Genesis Career College-Lebanon","Lebanon","TN",36.21618,-86.337952,NA,NA,NA,NA,22248
"Southwest College for the Deaf","Big Spring","TX",32.226498,-101.50294,NA,14324,2720,14000,36875
"Fortis College-Richmond","Richmond","VA",37.58153,-77.488437,NA,31130,14332,14332,28215
"Midwest College of Oriental Medicine-Racine","Racine","WI",42.678051,-87.856679,NA,NA,NA,NA,46084
"Hacienda La Puente Adult Education","La Puente","CA",34.044112,-117.979559,0.94067796610169,NA,NA,NA,33886
"La Belle Beauty Academy","Miami","FL",25.769614,-80.31582,NA,NA,NA,NA,13802
"Hawaii Community College","Hilo","HI",19.704756,-155.069653,NA,15523,3204,8340,32211
"Robert Fiance Beauty Schools-North Plainfield","North Plainfield","NJ",40.622543,-74.427019,NA,NA,NA,NA,25991
"Long Island Beauty School-Hauppauge","Hauppauge","NY",40.828573,-73.200285,NA,NA,NA,NA,26394
"Buckeye Joint Vocational School","New Philadelphia","OH",40.470531,-81.401957,NA,NA,NA,NA,28072
"Sandusky Career Center","Sandusky","OH",41.440957,-82.766473,NA,NA,NA,NA,36038
"Greater Altoona Career & Technology Center","Altoona","PA",40.508337,-78.398094,NA,NA,NA,NA,38834
"Central Texas Beauty College-Temple","Temple","TX",31.084871,-97.379234,NA,NA,NA,NA,18043
"Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program","Angola","NY",42.110198,-79.387599,0.52419354838709,NA,NA,NA,35594
"Empire Beauty School-Brooklyn","Brooklyn","NY",40.599279,-73.989884,NA,NA,NA,NA,23754
"Eastern New Mexico University Ruidoso Branch Community College","Ruidoso","NM",33.346376,-105.677273,0.27553998832457,10319,1372,2644,36355
"UEI College-Ontario","Ontario","CA",34.0694,-117.547733,NA,NA,NA,NA,28233
"UEI College-Reseda","Reseda","CA",34.200881,-118.526784,NA,NA,NA,NA,28233
"Beacon College","Leesburg","FL",28.811281,-81.87415,0.51923076923076,64462,47110,47110,24347
"Acupuncture and Integrative Medicine College-Berkeley","Berkeley","CA",37.862754,-122.267636,NA,NA,NA,NA,NA
"Estrella Mountain Community College","Avondale","AZ",33.480722,-112.343158,NA,16116,2070,7854,40317
"Heartland Community College","Normal","IL",40.53301,-89.014776,NA,15378,5220,14880,36152
"University of the Potomac-Washington DC Campus","Washington","DC",38.90054,-77.032531,NA,20087,6660,6660,41378
"Rabbi Jacob Joseph School","Edison","NJ",40.501001,-74.397954,0.73333333333333,19800,12700,12700,NA
"The Salon Professional Academy-Melbourne","Melbourne","FL",28.081445,-80.651439,NA,NA,NA,NA,17202
"Albert Einstein College of Medicine","Bronx","NY",40.852847,-73.846327,NA,NA,NA,NA,NA
"Fortis Institute-Scranton","Scranton","PA",41.417104,-75.651683,NA,39756,15880,15880,29327
"Everglades University","Boca Raton","FL",26.391218,-80.108331,0.70346598202824,38573,20000,20000,44919
"Seminar L'moros Bais Yaakov","Brooklyn","NY",40.634863,-73.985376,0.85948905109489,21448,11100,11100,21406
